epoch,train_loss,train_cls,train_disp,val_loss,val_cls,val_disp,P@1,R@1,F1@1,P@2,R@2,F1@2,P@3,R@3,F1@3,GT,Pred,best_F1@1,train_s,eval_s,lr
119,0.000062,0.000008,0.005376,0.101214,0.087628,1.358607,0.4533,0.4574,0.4554,0.6844,0.6906,0.6875,0.7644,0.7713,0.7679,223,225,0.4643,0.4,0.0,0.000203
120,0.000053,0.000007,0.004528,0.099521,0.085899,1.362237,0.4622,0.4664,0.4643,0.6889,0.6951,0.6920,0.7689,0.7758,0.7723,223,225,0.4643,0.4,0.0,0.000201
121,0.000056,0.000007,0.004831,0.101441,0.087912,1.352834,0.4533,0.4574,0.4554,0.6756,0.6816,0.6786,0.7600,0.7668,0.7634,223,225,0.4643,0.4,0.0,0.000200
122,0.000048,0.000007,0.004114,0.103097,0.089344,1.375298,0.4578,0.4619,0.4598,0.6756,0.6816,0.6786,0.7644,0.7713,0.7679,223,225,0.4643,0.4,0.0,0.000198
123,0.000043,0.000007,0.003629,0.099910,0.086327,1.358347,0.4622,0.4664,0.4643,0.6889,0.6951,0.6920,0.7689,0.7758,0.7723,223,225,0.4643,0.4,0.0,0.000197
124,0.000040,0.000007,0.003311,0.101939,0.088252,1.368656,0.4598,0.4619,0.4609,0.6875,0.6906,0.6890,0.7679,0.7713,0.7696,223,224,0.4643,0.4,0.0,0.000195
125,0.000038,0.000006,0.003152,0.102356,0.088685,1.367110,0.4533,0.4574,0.4554,0.6933,0.6996,0.6964,0.7644,0.7713,0.7679,223,225,0.4643,0.4,0.0,0.000194
126,0.000036,0.000006,0.003011,0.101224,0.087638,1.358595,0.4489,0.4529,0.4509,0.6800,0.6861,0.6830,0.7644,0.7713,0.7679,223,225,0.4643,0.4,0.0,0.000193
127,0.000036,0.000006,0.002989,0.102091,0.088429,1.366227,0.4622,0.4664,0.4643,0.6889,0.6951,0.6920,0.7644,0.7713,0.7679,223,225,0.4643,0.4,0.0,0.000191
128,0.000036,0.000006,0.002978,0.103033,0.089372,1.366090,0.4643,0.4664,0.4653,0.6786,0.6816,0.6801,0.7589,0.7623,0.7606,223,224,0.4653,0.4,0.0,0.000190
129,0.000034,0.000006,0.002740,0.102935,0.089162,1.377277,0.4578,0.4619,0.4598,0.6844,0.6906,0.6875,0.7689,0.7758,0.7723,223,225,0.4653,0.4,0.0,0.000188
130,0.000038,0.000006,0.003182,0.102800,0.089173,1.362656,0.4578,0.4619,0.4598,0.6844,0.6906,0.6875,0.7644,0.7713,0.7679,223,225,0.4653,0.4,0.0,0.000187
131,0.000045,0.000006,0.003936,0.104690,0.091019,1.367124,0.4622,0.4664,0.4643,0.6800,0.6861,0.6830,0.7689,0.7758,0.7723,223,225,0.4653,0.4,0.0,0.000185
