epoch,train_loss,train_cls,train_disp,val_loss,val_cls,val_disp,P@1,R@1,F1@1,P@2,R@2,F1@2,P@3,R@3,F1@3,GT,Pred,best_F1@1,train_s,eval_s,lr
137,0.000828,0.000060,0.076755,0.485302,0.393993,9.130891,0.1240,0.1345,0.1290,0.2066,0.2242,0.2151,0.2893,0.3139,0.3011,223,242,0.1712,1.1,0.0,0.000176
138,0.000793,0.000057,0.073553,0.501511,0.411001,9.050981,0.1059,0.1121,0.1089,0.1992,0.2108,0.2048,0.2712,0.2870,0.2789,223,236,0.1712,1.1,0.0,0.000175
139,0.000831,0.000067,0.076404,0.498380,0.407541,9.083900,0.1162,0.1256,0.1207,0.2033,0.2197,0.2112,0.2739,0.2960,0.2845,223,241,0.1712,1.1,0.0,0.000173
140,0.000757,0.000047,0.071015,0.493169,0.402924,9.024473,0.1200,0.1211,0.1205,0.2000,0.2018,0.2009,0.2933,0.2960,0.2946,223,225,0.1712,1.1,0.0,0.000172
141,0.000721,0.000036,0.068543,0.492734,0.402367,9.036623,0.1154,0.1211,0.1182,0.1966,0.2063,0.2013,0.2863,0.3004,0.2932,223,234,0.1712,1.1,0.0,0.000170
142,0.000763,0.000049,0.071324,0.498804,0.409266,8.953872,0.1239,0.1256,0.1247,0.2168,0.2197,0.2183,0.2832,0.2870,0.2851,223,226,0.1712,1.1,0.0,0.000169
143,0.000741,0.000049,0.069246,0.486710,0.397422,8.928800,0.1193,0.1300,0.1245,0.2140,0.2332,0.2232,0.2922,0.3184,0.3047,223,243,0.1712,1.1,0.0,0.000167
144,0.000741,0.000045,0.069563,0.496242,0.404689,9.155328,0.1116,0.1256,0.1181,0.2072,0.2332,0.2194,0.2749,0.3094,0.2911,223,251,0.1712,1.1,0.0,0.000166
145,0.000801,0.000055,0.074565,0.501264,0.410360,9.090402,0.1286,0.1390,0.1336,0.1992,0.2152,0.2069,0.2946,0.3184,0.3060,223,241,0.1712,1.1,0.0,0.000164
146,0.000747,0.000046,0.070105,0.505582,0.414035,9.154715,0.1325,0.1480,0.1398,0.2209,0.2466,0.2331,0.2851,0.3184,0.3008,223,249,0.1712,1.1,0.0,0.000163
147,0.000706,0.000040,0.066585,0.484687,0.395024,8.966370,0.1008,0.1121,0.1062,0.1895,0.2108,0.1996,0.2581,0.2870,0.2718,223,248,0.1712,1.1,0.0,0.000161
148,0.000728,0.000041,0.068701,0.497069,0.406284,9.078571,0.1215,0.1345,0.1277,0.1984,0.2197,0.2085,0.2672,0.2960,0.2809,223,247,0.1712,1.1,0.0,0.000160
149,0.000668,0.000039,0.062887,0.501660,0.410777,9.088254,0.1220,0.1345,0.1279,0.2154,0.2377,0.2260,0.2886,0.3184,0.3028,223,246,0.1712,1.1,0.0,0.000158
150,0.000705,0.000050,0.065538,0.490246,0.400887,8.935921,0.1240,0.1390,0.1311,0.2200,0.2466,0.2326,0.2720,0.3049,0.2875,223,250,0.1712,1.1,0.0,0.000157
151,0.000758,0.000052,0.070571,0.504169,0.413158,9.101144,0.1245,0.1345,0.1293,0.2324,0.2511,0.2414,0.2905,0.3139,0.3017,223,241,0.1712,1.1,0.0,0.000155
152,0.000691,0.000043,0.064746,0.497991,0.408067,8.992379,0.1297,0.1390,0.1342,0.2385,0.2556,0.2468,0.2929,0.3139,0.3030,223,239,0.1712,1.1,0.0,0.000153
153,0.000654,0.000035,0.061854,0.497876,0.408125,8.975024,0.1270,0.1390,0.1328,0.2090,0.2287,0.2184,0.2787,0.3049,0.2912,223,244,0.1712,1.1,0.0,0.000152
154,0.000652,0.000036,0.061617,0.508194,0.416862,9.133152,0.1167,0.1256,0.1210,0.2125,0.2287,0.2203,0.2875,0.3094,0.2981,223,240,0.1712,1.1,0.0,0.000150
155,0.000615,0.000026,0.058829,0.496897,0.406970,8.992631,0.1352,0.1480,0.1413,0.2213,0.2422,0.2313,0.2787,0.3049,0.2912,223,244,0.1712,1.1,0.0,0.000149
156,0.000574,0.000027,0.054708,0.503968,0.413358,9.060955,0.1208,0.1300,0.1253,0.2125,0.2287,0.2203,0.2833,0.3049,0.2937,223,240,0.1712,1.1,0.0,0.000147
157,0.000577,0.000028,0.054883,0.500795,0.410205,9.058940,0.1345,0.1435,0.1388,0.2185,0.2332,0.2256,0.2899,0.3094,0.2993,223,238,0.1712,1.1,0.0,0.000146
158,0.000606,0.000034,0.057263,0.490307,0.400534,8.977319,0.1375,0.1480,0.1425,0.2333,0.2511,0.2419,0.2875,0.3094,0.2981,223,240,0.1712,1.1,0.0,0.000144
159,0.000582,0.000034,0.054812,0.494743,0.404270,9.047253,0.1216,0.1390,0.1297,0.2078,0.2377,0.2218,0.2745,0.3139,0.2929,223,255,0.1712,1.1,0.0,0.000143
160,0.000559,0.000023,0.053619,0.493805,0.404640,8.916458,0.1365,0.1525,0.1441,0.2249,0.2511,0.2373,0.2811,0.3139,0.2966,223,249,0.1712,1.1,0.0,0.000141
161,0.000558,0.000020,0.053776,0.498687,0.409062,8.962534,0.1230,0.1345,0.1285,0.2090,0.2287,0.2184,0.2869,0.3139,0.2998,223,244,0.1712,1.1,0.0,0.000140
162,0.000564,0.000024,0.054065,0.488586,0.398057,9.052866,0.1163,0.1345,0.1247,0.2171,0.2511,0.2328,0.2752,0.3184,0.2952,223,258,0.1712,1.1,0.0,0.000138
163,0.000556,0.000024,0.053192,0.494346,0.404328,9.001875,0.1331,0.1480,0.1401,0.2218,0.2466,0.2335,0.2903,0.3229,0.3057,223,248,0.1712,1.1,0.0,0.000137
164,0.000536,0.000022,0.051339,0.495326,0.405289,9.003632,0.1393,0.1525,0.1456,0.2295,0.2511,0.2398,0.2869,0.3139,0.2998,223,244,0.1712,1.1,0.0,0.000135
165,0.000524,0.000020,0.050358,0.502483,0.411922,9.056091,0.1230,0.1345,0.1285,0.2131,0.2332,0.2227,0.2869,0.3139,0.2998,223,244,0.1712,1.1,0.0,0.000134
166,0.000528,0.000026,0.050186,0.490414,0.400542,8.987174,0.1148,0.1256,0.1199,0.2172,0.2377,0.2270,0.2787,0.3049,0.2912,223,244,0.1712,1.1,0.0,0.000132
167,0.000515,0.000020,0.049545,0.495173,0.405149,9.002393,0.1162,0.1256,0.1207,0.2158,0.2332,0.2241,0.2863,0.3094,0.2974,223,241,0.1712,1.1,0.0,0.000131
168,0.000508,0.000022,0.048583,0.503044,0.413564,8.947954,0.1375,0.1480,0.1425,0.2292,0.2466,0.2376,0.2917,0.3139,0.3024,223,240,0.1712,1.1,0.0,0.000129
169,0.000507,0.000021,0.048603,0.498279,0.408660,8.961862,0.1195,0.1345,0.1266,0.2072,0.2332,0.2194,0.2829,0.3184,0.2996,223,251,0.1712,1.1,0.0,0.000128
170,0.000506,0.000020,0.048592,0.501239,0.411218,9.002071,0.1331,0.1480,0.1401,0.2177,0.2422,0.2293,0.2742,0.3049,0.2887,223,248,0.1712,1.1,0.0,0.000126
171,0.000490,0.000019,0.047096,0.498384,0.408483,8.990112,0.1275,0.1435,0.1350,0.2151,0.2422,0.2278,0.2789,0.3139,0.2954,223,251,0.1712,1.1,0.0,0.000125
172,0.000491,0.000018,0.047340,0.500869,0.411227,8.964157,0.1297,0.1390,0.1342,0.2134,0.2287,0.2208,0.2762,0.2960,0.2857,223,239,0.1712,1.1,0.0,0.000123
173,0.000493,0.000016,0.047674,0.497411,0.407821,8.959028,0.1210,0.1345,0.1274,0.2218,0.2466,0.2335,0.2823,0.3139,0.2972,223,248,0.1712,1.1,0.0,0.000122
174,0.000480,0.000017,0.046259,0.508421,0.418578,8.984324,0.1347,0.1480,0.1410,0.2204,0.2422,0.2308,0.2857,0.3139,0.2991,223,245,0.1712,1.1,0.0,0.000120
175,0.000469,0.000021,0.044804,0.491692,0.401869,8.982366,0.1205,0.1345,0.1271,0.2169,0.2422,0.2288,0.2771,0.3094,0.2924,223,249,0.1712,1.1,0.0,0.000119
176,0.000463,0.000020,0.044365,0.499320,0.408838,9.048225,0.1048,0.1166,0.1104,0.2016,0.2242,0.2123,0.2661,0.2960,0.2803,223,248,0.1712,1.1,0.0,0.000117
177,0.000487,0.000025,0.046207,0.517634,0.428322,8.931232,0.1224,0.1300,0.1261,0.2068,0.2197,0.2130,0.2785,0.2960,0.2870,223,237,0.1712,1.1,0.0,0.000116
178,0.000479,0.000020,0.045898,0.504173,0.414447,8.972590,0.1290,0.1435,0.1359,0.2177,0.2422,0.2293,0.2863,0.3184,0.3015,223,248,0.1712,1.1,0.0,0.000115
179,0.000473,0.000019,0.045341,0.498458,0.408134,9.032414,0.1179,0.1300,0.1237,0.2154,0.2377,0.2260,0.2846,0.3139,0.2985,223,246,0.1712,1.1,0.0,0.000113
180,0.000470,0.000018,0.045233,0.507157,0.416611,9.054571,0.1203,0.1300,0.1250,0.2199,0.2377,0.2284,0.2739,0.2960,0.2845,223,241,0.1712,1.1,0.0,0.000112
181,0.000458,0.000016,0.044145,0.502742,0.412880,8.986184,0.1317,0.1435,0.1373,0.2181,0.2377,0.2275,0.2840,0.3094,0.2961,223,243,0.1712,1.1,0.0,0.000110
182,0.000452,0.000016,0.043598,0.504494,0.415021,8.947216,0.1317,0.1435,0.1373,0.2222,0.2422,0.2318,0.2840,0.3094,0.2961,223,243,0.1712,1.1,0.0,0.000109
183,0.000449,0.000015,0.043369,0.504647,0.414135,9.051202,0.1304,0.1480,0.1387,0.2174,0.2466,0.2311,0.2806,0.3184,0.2983,223,253,0.1712,1.1,0.0,0.000107
184,0.000440,0.000013,0.042671,0.506054,0.416800,8.925391,0.1317,0.1435,0.1373,0.2263,0.2466,0.2361,0.2922,0.3184,0.3047,223,243,0.1712,1.1,0.0,0.000106
185,0.000433,0.000015,0.041765,0.504964,0.415515,8.944837,0.1070,0.1166,0.1116,0.1934,0.2108,0.2017,0.2716,0.2960,0.2833,223,243,0.1712,1.1,0.0,0.000104
186,0.000423,0.000016,0.040753,0.502532,0.413109,8.942315,0.1286,0.1390,0.1336,0.2199,0.2377,0.2284,0.2863,0.3094,0.2974,223,241,0.1712,1.1,0.0,0.000103
187,0.000428,0.000015,0.041269,0.511570,0.421776,8.979401,0.1292,0.1390,0.1339,0.2208,0.2377,0.2289,0.2875,0.3094,0.2981,223,240,0.1712,1.1,0.0,0.000102
188,0.000429,0.000016,0.041305,0.507646,0.417830,8.981595,0.1235,0.1390,0.1308,0.2151,0.2422,0.2278,0.2789,0.3139,0.2954,223,251,0.1712,1.1,0.0,0.000100
189,0.000428,0.000017,0.041103,0.506258,0.416513,8.974510,0.1230,0.1345,0.1285,0.2172,0.2377,0.2270,0.2869,0.3139,0.2998,223,244,0.1712,1.1,0.0,0.000099
190,0.000422,0.000015,0.040624,0.506843,0.416815,9.002779,0.1285,0.1435,0.1356,0.2048,0.2287,0.2161,0.2771,0.3094,0.2924,223,249,0.1712,1.1,0.0,0.000097
191,0.000413,0.000014,0.039885,0.507019,0.418151,8.886756,0.1317,0.1435,0.1373,0.2222,0.2422,0.2318,0.2840,0.3094,0.2961,223,243,0.1712,1.1,0.0,0.000096
192,0.000416,0.000013,0.040327,0.500792,0.411403,8.938898,0.1341,0.1480,0.1407,0.2236,0.2466,0.2345,0.2886,0.3184,0.3028,223,246,0.1712,1.1,0.0,0.000095
193,0.000399,0.000015,0.038396,0.506872,0.417349,8.952350,0.1322,0.1435,0.1376,0.2107,0.2287,0.2194,0.2851,0.3094,0.2968,223,242,0.1712,1.1,0.0,0.000093
194,0.000404,0.000019,0.038508,0.501096,0.411300,8.979605,0.1276,0.1390,0.1330,0.2140,0.2332,0.2232,0.2798,0.3049,0.2918,223,243,0.1712,1.1,0.0,0.000092
195,0.000402,0.000016,0.038549,0.509108,0.420103,8.900424,0.1271,0.1345,0.1307,0.2119,0.2242,0.2179,0.2839,0.3004,0.2919,223,236,0.1712,1.1,0.0,0.000091
196,0.000401,0.000013,0.038795,0.503719,0.414348,8.937066,0.1347,0.1480,0.1410,0.2163,0.2377,0.2265,0.2816,0.3094,0.2949,223,245,0.1712,1.1,0.0,0.000089
197,0.000386,0.000011,0.037476,0.510966,0.422002,8.896335,0.1304,0.1345,0.1325,0.2217,0.2287,0.2252,0.2913,0.3004,0.2958,223,230,0.1712,1.1,0.0,0.000088
198,0.000390,0.000012,0.037797,0.510205,0.420756,8.944972,0.1322,0.1435,0.1376,0.2190,0.2377,0.2280,0.2893,0.3139,0.3011,223,242,0.1712,1.1,0.0,0.000086
199,0.000392,0.000013,0.037855,0.507457,0.418363,8.909457,0.1301,0.1435,0.1365,0.2154,0.2377,0.2260,0.2724,0.3004,0.2857,223,246,0.1712,1.1,0.0,0.000085
200,0.000388,0.000014,0.037475,0.510796,0.421040,8.975569,0.1148,0.1256,0.1199,0.2049,0.2242,0.2141,0.2746,0.3004,0.2869,223,244,0.1712,1.1,0.0,0.000084
201,0.000404,0.000017,0.038704,0.507224,0.418118,8.910653,0.1322,0.1435,0.1376,0.2149,0.2332,0.2237,0.2851,0.3094,0.2968,223,242,0.1712,1.1,0.0,0.000082
202,0.000388,0.000013,0.037502,0.510706,0.421807,8.889888,0.1213,0.1300,0.1255,0.2176,0.2332,0.2251,0.2845,0.3049,0.2944,223,239,0.1712,1.1,0.0,0.000081
203,0.000384,0.000012,0.037197,0.513701,0.423226,9.047482,0.1184,0.1300,0.1239,0.2082,0.2287,0.2179,0.2776,0.3049,0.2906,223,245,0.1712,1.1,0.0,0.000080
204,0.000407,0.000020,0.038661,0.519017,0.429230,8.978701,0.1092,0.1166,0.1128,0.2059,0.2197,0.2126,0.2773,0.2960,0.2863,223,238,0.1712,1.1,0.0,0.000079
205,0.000387,0.000016,0.037085,0.511341,0.421291,9.004989,0.1181,0.1256,0.1217,0.2152,0.2287,0.2217,0.2869,0.3049,0.2957,223,237,0.1712,1.1,0.0,0.000077
206,0.000385,0.000012,0.037298,0.508925,0.419141,8.978341,0.1152,0.1256,0.1202,0.2099,0.2287,0.2189,0.2798,0.3049,0.2918,223,243,0.1712,1.1,0.0,0.000076
207,0.000377,0.000010,0.036719,0.512429,0.422765,8.966447,0.1270,0.1390,0.1328,0.2172,0.2377,0.2270,0.2828,0.3094,0.2955,223,244,0.1712,1.1,0.0,0.000075
208,0.000363,0.000010,0.035337,0.512778,0.422759,9.001890,0.1355,0.1525,0.1435,0.2072,0.2332,0.2194,0.2789,0.3139,0.2954,223,251,0.1712,1.1,0.0,0.000073
209,0.000367,0.000011,0.035625,0.513117,0.423384,8.973339,0.1296,0.1435,0.1362,0.2105,0.2332,0.2213,0.2794,0.3094,0.2936,223,247,0.1712,1.1,0.1,0.000072
210,0.000354,0.000008,0.034610,0.510292,0.420990,8.930260,0.1347,0.1480,0.1410,0.2163,0.2377,0.2265,0.2816,0.3094,0.2949,223,245,0.1712,1.1,0.0,0.000071
211,0.000374,0.000017,0.035680,0.509479,0.419594,8.988454,0.1245,0.1345,0.1293,0.2075,0.2242,0.2155,0.2697,0.2915,0.2802,223,241,0.1712,1.1,0.0,0.000070
212,0.000393,0.000018,0.037452,0.504919,0.415648,8.927097,0.1352,0.1480,0.1413,0.2172,0.2377,0.2270,0.2869,0.3139,0.2998,223,244,0.1712,1.1,0.0,0.000069
213,0.000370,0.000011,0.035897,0.509925,0.420641,8.928443,0.1322,0.1435,0.1376,0.2231,0.2422,0.2323,0.2934,0.3184,0.3054,223,242,0.1712,1.1,0.0,0.000067
214,0.000360,0.000011,0.034916,0.508428,0.418570,8.985804,0.1265,0.1390,0.1325,0.2122,0.2332,0.2222,0.2816,0.3094,0.2949,223,245,0.1712,1.1,0.0,0.000066
215,0.000357,0.000012,0.034506,0.507347,0.417849,8.949818,0.1218,0.1300,0.1258,0.2143,0.2287,0.2213,0.2857,0.3049,0.2950,223,238,0.1712,1.1,0.0,0.000065
216,0.000361,0.000011,0.035016,0.507463,0.417653,8.980999,0.1205,0.1345,0.1271,0.2169,0.2422,0.2288,0.2811,0.3139,0.2966,223,249,0.1712,1.1,0.0,0.000064
217,0.000361,0.000010,0.035032,0.512617,0.423188,8.942813,0.1198,0.1300,0.1247,0.2066,0.2242,0.2151,0.2769,0.3004,0.2882,223,242,0.1712,1.1,0.0,0.000063
218,0.000351,0.000009,0.034151,0.514346,0.424867,8.947911,0.1260,0.1390,0.1322,0.2033,0.2242,0.2132,0.2764,0.3049,0.2900,223,246,0.1712,1.1,0.0,0.000061
219,0.000349,0.000010,0.033875,0.513148,0.423319,8.982874,0.1250,0.1390,0.1316,0.2177,0.2422,0.2293,0.2823,0.3139,0.2972,223,248,0.1712,1.1,0.0,0.000060
220,0.000345,0.000012,0.033354,0.508964,0.419936,8.902835,0.1281,0.1390,0.1333,0.2190,0.2377,0.2280,0.2851,0.3094,0.2968,223,242,0.1712,1.1,0.0,0.000059
221,0.000347,0.000011,0.033619,0.514013,0.424578,8.943478,0.1229,0.1300,0.1264,0.2119,0.2242,0.2179,0.2839,0.3004,0.2919,223,236,0.1712,1.1,0.0,0.000058
222,0.000334,0.000010,0.032446,0.512178,0.422671,8.950693,0.1224,0.1345,0.1282,0.2122,0.2332,0.2222,0.2816,0.3094,0.2949,223,245,0.1712,1.1,0.0,0.000057
223,0.000348,0.000012,0.033554,0.508337,0.418739,8.959789,0.1189,0.1300,0.1242,0.2131,0.2332,0.2227,0.2787,0.3049,0.2912,223,244,0.1712,1.1,0.0,0.000056
224,0.000347,0.000012,0.033490,0.510331,0.421141,8.918996,0.1213,0.1300,0.1255,0.2218,0.2377,0.2294,0.2845,0.3049,0.2944,223,239,0.1712,1.1,0.0,0.000055
225,0.000339,0.000010,0.032864,0.511923,0.422169,8.975368,0.1317,0.1435,0.1373,0.2222,0.2422,0.2318,0.2922,0.3184,0.3047,223,243,0.1712,1.1,0.0,0.000054
226,0.000350,0.000013,0.033666,0.512669,0.423000,8.966905,0.1270,0.1390,0.1328,0.2090,0.2287,0.2184,0.2787,0.3049,0.2912,223,244,0.1712,1.1,0.0,0.000052
227,0.000348,0.000013,0.033486,0.508891,0.419278,8.961291,0.1165,0.1300,0.1229,0.2169,0.2422,0.2288,0.2771,0.3094,0.2924,223,249,0.1712,1.1,0.0,0.000051
228,0.000346,0.000014,0.033223,0.513876,0.424004,8.987169,0.1130,0.1211,0.1169,0.2176,0.2332,0.2251,0.2887,0.3094,0.2987,223,239,0.1712,1.1,0.0,0.000050
229,0.000335,0.000011,0.032398,0.510855,0.421179,8.967615,0.1189,0.1300,0.1242,0.2172,0.2377,0.2270,0.2828,0.3094,0.2955,223,244,0.1712,1.1,0.0,0.000049
230,0.000351,0.000015,0.033619,0.509460,0.420630,8.882995,0.1245,0.1345,0.1293,0.2158,0.2332,0.2241,0.2822,0.3049,0.2931,223,241,0.1712,1.1,0.0,0.000048
231,0.000343,0.000010,0.033260,0.512261,0.422969,8.929183,0.1292,0.1390,0.1339,0.2125,0.2287,0.2203,0.2833,0.3049,0.2937,223,240,0.1712,1.1,0.0,0.000047
232,0.000331,0.000012,0.031824,0.512516,0.422859,8.965786,0.1162,0.1256,0.1207,0.2158,0.2332,0.2241,0.2822,0.3049,0.2931,223,241,0.1712,1.1,0.0,0.000046
233,0.000333,0.000011,0.032135,0.514123,0.424938,8.918548,0.1176,0.1256,0.1215,0.2185,0.2332,0.2256,0.2857,0.3049,0.2950,223,238,0.1712,1.1,0.0,0.000045
234,0.000334,0.000013,0.032088,0.508791,0.419204,8.958720,0.1102,0.1211,0.1154,0.2122,0.2332,0.2222,0.2776,0.3049,0.2906,223,245,0.1712,1.1,0.0,0.000044
235,0.000335,0.000011,0.032441,0.514841,0.425789,8.905201,0.1144,0.1211,0.1176,0.2119,0.2242,0.2179,0.2754,0.2915,0.2832,223,236,0.1712,1.1,0.0,0.000043
236,0.000328,0.000009,0.031894,0.513251,0.423696,8.955472,0.1167,0.1256,0.1210,0.2167,0.2332,0.2246,0.2792,0.3004,0.2894,223,240,0.1712,1.1,0.0,0.000042
237,0.000327,0.000012,0.031483,0.511123,0.421857,8.926637,0.1245,0.1345,0.1293,0.2158,0.2332,0.2241,0.2863,0.3094,0.2974,223,241,0.1712,1.1,0.0,0.000041
238,0.000321,0.000011,0.031005,0.515559,0.426330,8.922981,0.1240,0.1345,0.1290,0.2190,0.2377,0.2280,0.2851,0.3094,0.2968,223,242,0.1712,1.1,0.0,0.000040
239,0.000330,0.000009,0.032144,0.513610,0.424162,8.944804,0.1148,0.1256,0.1199,0.2049,0.2242,0.2141,0.2787,0.3049,0.2912,223,244,0.1712,1.1,0.0,0.000040
240,0.000323,0.000009,0.031420,0.512361,0.423435,8.892641,0.1167,0.1256,0.1210,0.2042,0.2197,0.2117,0.2750,0.2960,0.2851,223,240,0.1712,1.1,0.0,0.000039
241,0.000317,0.000011,0.030645,0.512037,0.422902,8.913514,0.1179,0.1300,0.1237,0.2114,0.2332,0.2217,0.2846,0.3139,0.2985,223,246,0.1712,1.1,0.0,0.000038
242,0.000319,0.000009,0.031031,0.517296,0.427977,8.931880,0.1176,0.1256,0.1215,0.2143,0.2287,0.2213,0.2815,0.3004,0.2907,223,238,0.1712,1.1,0.0,0.000037
243,0.000313,0.000008,0.030503,0.517704,0.428060,8.964342,0.1208,0.1300,0.1253,0.2083,0.2242,0.2160,0.2750,0.2960,0.2851,223,240,0.1712,1.1,0.0,0.000036
244,0.000319,0.000009,0.031040,0.514284,0.425091,8.919372,0.1213,0.1300,0.1255,0.2134,0.2287,0.2208,0.2803,0.3004,0.2900,223,239,0.1712,1.1,0.0,0.000035
245,0.000319,0.000009,0.031063,0.516951,0.427208,8.974284,0.1270,0.1390,0.1328,0.2131,0.2332,0.2227,0.2828,0.3094,0.2955,223,244,0.1712,1.1,0.0,0.000034
246,0.000316,0.000009,0.030620,0.512721,0.423601,8.911995,0.1172,0.1256,0.1212,0.2176,0.2332,0.2251,0.2803,0.3004,0.2900,223,239,0.1712,1.1,0.0,0.000033
247,0.000311,0.000009,0.030220,0.514200,0.424863,8.933765,0.1220,0.1345,0.1279,0.2154,0.2377,0.2260,0.2805,0.3094,0.2942,223,246,0.1712,1.1,0.0,0.000033
248,0.000315,0.000010,0.030457,0.514275,0.424972,8.930365,0.1215,0.1345,0.1277,0.2105,0.2332,0.2213,0.2794,0.3094,0.2936,223,247,0.1712,1.1,0.0,0.000032
249,0.000313,0.000010,0.030372,0.512609,0.423214,8.939499,0.1311,0.1435,0.1370,0.2254,0.2466,0.2355,0.2869,0.3139,0.2998,223,244,0.1712,1.1,0.0,0.000031
250,0.000305,0.000010,0.029524,0.515854,0.426887,8.896665,0.1271,0.1345,0.1307,0.2161,0.2287,0.2222,0.2839,0.3004,0.2919,223,236,0.1712,1.1,0.0,0.000030
251,0.000311,0.000008,0.030337,0.516612,0.427371,8.924067,0.1261,0.1345,0.1302,0.2143,0.2287,0.2213,0.2815,0.3004,0.2907,223,238,0.1712,1.1,0.0,0.000029
252,0.000307,0.000008,0.029820,0.518781,0.429713,8.906785,0.1239,0.1300,0.1269,0.2137,0.2242,0.2188,0.2821,0.2960,0.2888,223,234,0.1712,1.1,0.0,0.000029
253,0.000311,0.000009,0.030143,0.513255,0.423652,8.960312,0.1286,0.1390,0.1336,0.2116,0.2287,0.2198,0.2863,0.3094,0.2974,223,241,0.1712,1.1,0.0,0.000028
254,0.000304,0.000009,0.029481,0.515376,0.426041,8.933522,0.1250,0.1345,0.1296,0.2125,0.2287,0.2203,0.2875,0.3094,0.2981,223,240,0.1712,1.1,0.0,0.000027
255,0.000302,0.000008,0.029411,0.515853,0.426589,8.926367,0.1235,0.1345,0.1288,0.2140,0.2332,0.2232,0.2840,0.3094,0.2961,223,243,0.1712,1.1,0.0,0.000027
256,0.000305,0.000008,0.029703,0.515616,0.426631,8.898498,0.1240,0.1345,0.1290,0.2149,0.2332,0.2237,0.2810,0.3049,0.2925,223,242,0.1712,1.1,0.0,0.000026
257,0.000302,0.000008,0.029412,0.517247,0.428078,8.916977,0.1292,0.1390,0.1339,0.2167,0.2332,0.2246,0.2833,0.3049,0.2937,223,240,0.1712,1.1,0.0,0.000025
258,0.000299,0.000008,0.029101,0.517302,0.428187,8.911420,0.1218,0.1300,0.1258,0.2101,0.2242,0.2169,0.2815,0.3004,0.2907,223,238,0.1712,1.1,0.0,0.000024
259,0.000305,0.000009,0.029555,0.517079,0.427684,8.939515,0.1250,0.1345,0.1296,0.2125,0.2287,0.2203,0.2833,0.3049,0.2937,223,240,0.1712,1.1,0.0,0.000024
260,0.000302,0.000009,0.029249,0.516612,0.427203,8.940896,0.1224,0.1345,0.1282,0.2122,0.2332,0.2222,0.2816,0.3094,0.2949,223,245,0.1712,1.1,0.0,0.000023
261,0.000301,0.000007,0.029414,0.516456,0.427109,8.934707,0.1286,0.1390,0.1336,0.2158,0.2332,0.2241,0.2905,0.3139,0.3017,223,241,0.1712,1.1,0.0,0.000023
262,0.000296,0.000007,0.028876,0.514943,0.425727,8.921610,0.1172,0.1256,0.1212,0.2092,0.2242,0.2165,0.2803,0.3004,0.2900,223,239,0.1712,1.1,0.0,0.000022
263,0.000293,0.000008,0.028505,0.516954,0.427572,8.938152,0.1193,0.1300,0.1245,0.2099,0.2287,0.2189,0.2798,0.3049,0.2918,223,243,0.1712,1.1,0.0,0.000021
264,0.000296,0.000007,0.028894,0.517736,0.428489,8.924713,0.1286,0.1390,0.1336,0.2158,0.2332,0.2241,0.2863,0.3094,0.2974,223,241,0.1712,1.1,0.0,0.000021
265,0.000297,0.000008,0.028857,0.517429,0.428183,8.924595,0.1261,0.1345,0.1302,0.2185,0.2332,0.2256,0.2857,0.3049,0.2950,223,238,0.1712,1.1,0.0,0.000020
266,0.000296,0.000008,0.028831,0.518148,0.428825,8.932261,0.1240,0.1345,0.1290,0.2107,0.2287,0.2194,0.2810,0.3049,0.2925,223,242,0.1712,1.1,0.0,0.000020
267,0.000292,0.000008,0.028414,0.517453,0.428322,8.913011,0.1286,0.1390,0.1336,0.2158,0.2332,0.2241,0.2863,0.3094,0.2974,223,241,0.1712,1.1,0.0,0.000019
268,0.000289,0.000008,0.028094,0.518476,0.429145,8.933132,0.1292,0.1390,0.1339,0.2167,0.2332,0.2246,0.2875,0.3094,0.2981,223,240,0.1712,1.1,0.0,0.000019
269,0.000295,0.000010,0.028547,0.518399,0.429303,8.909570,0.1167,0.1256,0.1210,0.2083,0.2242,0.2160,0.2792,0.3004,0.2894,223,240,0.1712,1.1,0.0,0.000018
270,0.000298,0.000007,0.029119,0.517226,0.428160,8.906638,0.1322,0.1435,0.1376,0.2149,0.2332,0.2237,0.2851,0.3094,0.2968,223,242,0.1712,1.1,0.0,0.000018
271,0.000295,0.000008,0.028644,0.515734,0.426461,8.927382,0.1265,0.1390,0.1325,0.2163,0.2377,0.2265,0.2857,0.3139,0.2991,223,245,0.1712,1.1,0.0,0.000017
272,0.000292,0.000009,0.028256,0.517896,0.428628,8.926794,0.1261,0.1345,0.1302,0.2143,0.2287,0.2213,0.2857,0.3049,0.2950,223,238,0.1712,1.1,0.0,0.000017
273,0.000301,0.000015,0.028629,0.518082,0.428647,8.943521,0.1235,0.1345,0.1288,0.2181,0.2377,0.2275,0.2881,0.3139,0.3004,223,243,0.1712,1.1,0.0,0.000016
274,0.000311,0.000009,0.030182,0.516343,0.427051,8.929134,0.1250,0.1345,0.1296,0.2167,0.2332,0.2246,0.2833,0.3049,0.2937,223,240,0.1712,1.1,0.0,0.000016
275,0.000293,0.000008,0.028552,0.516282,0.427033,8.924926,0.1245,0.1345,0.1293,0.2158,0.2332,0.2241,0.2863,0.3094,0.2974,223,241,0.1712,1.1,0.0,0.000015
276,0.000293,0.000009,0.028379,0.519120,0.429443,8.967699,0.1208,0.1300,0.1253,0.2083,0.2242,0.2160,0.2792,0.3004,0.2894,223,240,0.1712,1.1,0.0,0.000015
